x,y,geometry,k_rechov,t_rechov,english_name
34.764097,32.062699,POINT (34.764097 32.062699),453,"איל""ן",ILAN
34.795954,32.066598,POINT (34.795954 32.066598),637,יד לבנים,YAD LABANIM
34.835917,32.113652,POINT (34.835917 32.113652),905,מרכוס דוד,MARKUS
34.813506,32.121132,POINT (34.813506 32.121132),852,מסקין אהרון,MESKIN
34.785953,32.11467,POINT (34.785953 32.11467),2106,אשכול לוי,LEVI ESHKOL
34.787074,32.072089,POINT (34.787074 32.072089),54,בגין מנחם,BEGIN MENAHEM
34.753592,32.048908,POINT (34.753592 32.048908),0,0,UKNOWN
34.790215,32.063804,POINT (34.790215 32.063804),637,יד לבנים,YAD LABANIM
34.831331,32.106717,POINT (34.831331 32.106717),803,ולנברג ראול,VALENBERG
34.822623,32.114294,POINT (34.822623 32.114294),823,קהילת ריגא,KEHILAT RIGA
34.798361,32.115785,POINT (34.798361 32.115785),2150,טאגור,
34.782505,32.089607,POINT (34.782505 32.089607),496,אבן גבירול,IBN GVIROL
34.831691,32.119944,POINT (34.831691 32.119944),887,בת יפתח,BAT YIFTACH
34.797808,32.071436,POINT (34.797808 32.071436),709,עין זיתים,EYN ZEYTIM
34.830414,32.120009,POINT (34.830414 32.120009),875,רביבים,REVIVIM
34.838521,32.116777,POINT (34.838521 32.116777),903,"ק""ם",KAM
34.788681,32.126842,POINT (34.788681 32.126842),2040,2040,2040
34.773946,32.089619,POINT (34.773946 32.089619),194,ז'בוטינסקי,JABOTINSKY
34.767059,32.073991,POINT (34.767059 32.073991),27,הירקון,HAYARKON
34.792942,32.072739,POINT (34.792942 32.072739),54,בגין מנחם,BEGIN MENAHEM
34.794976,32.056854,POINT (34.794976 32.056854),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.762349,32.062078,POINT (34.762349 32.062078),453,"איל""ן",ILAN
34.771158,32.091482,POINT (34.771158 32.091482),243,ויתקין,VITKIN
34.81817,32.119355,POINT (34.81817 32.119355),811,הרבסט קרול,KERL HERBST
34.790611,32.066103,POINT (34.790611 32.066103),54,בגין מנחם,BEGIN MENAHEM
34.769874,32.087439,POINT (34.769874 32.087439),0,0,UKNOWN
34.781661,32.060393,POINT (34.781661 32.060393),400,הר ציון,HAR TSIYON
34.81025,32.052671,POINT (34.81025 32.052671),4155,4155,4155
34.792135,32.050077,POINT (34.792135 32.050077),4038,פלטיאל,PALTIEL
34.772721,32.04294,POINT (34.772721 32.04294),3000,בן צבי,BEN ZVI
34.797708,32.078111,POINT (34.797708 32.078111),644,אלון יגאל,YIG'AL ALLON
34.769554,32.042585,POINT (34.769554 32.042585),3000,בן צבי,BEN ZVI
34.791918,32.072779,POINT (34.791918 32.072779),54,בגין מנחם,BEGIN MENAHEM
34.760424,32.046003,POINT (34.760424 32.046003),3245,אור החיים,OR HAHAYIM
34.767882,32.069702,POINT (34.767882 32.069702),14,"מזא""ה",MAZEH
34.796818,32.062588,POINT (34.796818 32.062588),1115,1115,1115
34.831135,32.117419,POINT (34.831135 32.117419),875,רביבים,REVIVIM
34.798213,32.051978,POINT (34.798213 32.051978),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.791782,32.115449,POINT (34.791782 32.115449),2244,פרלוק משה,PERLUK
34.782785,32.066373,POINT (34.782785 32.066373),1102,צקלג,TSIKLAG
34.787141,32.114596,POINT (34.787141 32.114596),2106,אשכול לוי,LEVI ESHKOL
34.786448,32.07275,POINT (34.786448 32.07275),445,קפלן אליעזר,KAPLAN
34.782217,32.047151,POINT (34.782217 32.047151),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.837678,32.119663,POINT (34.837678 32.119663),2075,נהריים,NAHARAYIM
34.76966,32.056294,POINT (34.76966 32.056294),3374,אברבנאל,ABARVANEL
34.800225,32.074279,POINT (34.800225 32.074279),700,נחלת יצחק,NAHALT YITZHAK
34.789295,32.065389,POINT (34.789295 32.065389),54,בגין מנחם,BEGIN MENAHEM
34.779199,32.073273,POINT (34.779199 32.073273),8,רוטשילד,ROTHSHILD
34.809948,32.058193,POINT (34.809948 32.058193),635,לה גוארדיה,LA-GUARDIA
34.786772,32.068671,POINT (34.786772 32.068671),54,בגין מנחם,BEGIN MENAHEM
34.768976,32.072321,POINT (34.768976 32.072321),88,פינסקר,PINSKER
34.772179,32.068962,POINT (34.772179 32.068962),60,יוחנן הסנדלר,YOHANAN HASANDLAR
34.812308,32.105477,POINT (34.812308 32.105477),804,רפידים,REFIDIM
34.763793,32.051349,POINT (34.763793 32.051349),3245,אור החיים,OR HAHAYIM
34.781245,32.08661,POINT (34.781245 32.08661),266,עמנואל הרומי,EMANUEL HAROMI
34.833343,32.118913,POINT (34.833343 32.118913),878,אמירים,AMIRIM
34.767026,32.068806,POINT (34.767026 32.068806),453,"איל""ן",ILAN
34.7698,32.085353,POINT (34.7698 32.085353),1241,פרי אליעזר,ELIEZER PERI
34.781306,32.066205,POINT (34.781306 32.066205),1102,צקלג,TSIKLAG
34.791787,32.106872,POINT (34.791787 32.106872),2014,שמעוני דוד,SHIM'ONI DAVID
34.806538,32.127001,POINT (34.806538 32.127001),2192,דרזנר יחיאל,DREZNER DOV
34.779581,32.098606,POINT (34.779581 32.098606),203,התערוכה,HATARUCHA
34.769648,32.054921,POINT (34.769648 32.054921),3374,אברבנאל,ABARVANEL
34.808238,32.05466,POINT (34.808238 32.05466),4155,4155,4155
34.764534,32.053305,POINT (34.764534 32.053305),3374,אברבנאל,ABARVANEL
34.7978,32.051256,POINT (34.7978 32.051256),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.832905,32.121283,POINT (34.832905 32.121283),887,בת יפתח,BAT YIFTACH
34.811847,32.049037,POINT (34.811847 32.049037),4195,ליבנה אליעזר,LIVNEH
34.798059,32.097177,POINT (34.798059 32.097177),600,בבלי,BAVLI
34.827979,32.126696,POINT (34.827979 32.126696),2001,ענתות,ANATOT
34.765551,32.065525,POINT (34.765551 32.065525),453,"איל""ן",ILAN
34.783275,32.099345,POINT (34.783275 32.099345),496,אבן גבירול,IBN GVIROL
34.829594,32.117864,POINT (34.829594 32.117864),875,רביבים,REVIVIM
34.792186,32.079413,POINT (34.792186 32.079413),756,התאנה,HAT'EENA
34.779521,32.044875,POINT (34.779521 32.044875),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.745514,32.040893,POINT (34.745514 32.040893),0,0,UKNOWN
34.777348,32.068384,POINT (34.777348 32.068384),8,רוטשילד,ROTHSHILD
34.787754,32.079909,POINT (34.787754 32.079909),481,דוד המלך,DAVID HAMELLECH
34.782912,32.045602,POINT (34.782912 32.045602),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.7999,32.116532,POINT (34.7999 32.116532),2090,פיליכובסקי,PILICHOVSKI
34.805361,32.051909,POINT (34.805361 32.051909),4082,מנחם מדמון,MENAHEM MADMON
34.811876,32.045596,POINT (34.811876 32.045596),744,הטייסים,HATASSIM DERAKH
34.781984,32.085808,POINT (34.781984 32.085808),496,אבן גבירול,IBN GVIROL
34.77029,32.062882,POINT (34.77029 32.062882),364,הר סיני,HAR SINAI
34.839546,32.112808,POINT (34.839546 32.112808),914,הגולן,HAGOLAN
34.763638,32.040539,POINT (34.763638 32.040539),3710,קורקידי,QURQIDI
34.791716,32.044893,POINT (34.791716 32.044893),3688,אב,AV
34.790919,32.05303,POINT (34.790919 32.05303),4017,התקוה,HATIKVA
34.790114,32.107493,POINT (34.790114 32.107493),2112,האוזנר דב,HAUSNER
34.796651,32.10441,POINT (34.796651 32.10441),941,לבנון חיים,LEBANON HAYIM
34.831058,32.121849,POINT (34.831058 32.121849),883,המצביאים,HAMATSBI'IM
34.798229,32.127279,POINT (34.798229 32.127279),2141,בן יוסף שלמה,BEN YOSEF
34.82693,32.10815,POINT (34.82693 32.10815),802,רוזן פנחס,ROSEN
34.790293,32.093763,POINT (34.790293 32.093763),502,יהודה המכבי,YEHUDA HAMAKABI
34.791926,32.110595,POINT (34.791926 32.110595),2112,האוזנר דב,HAUSNER
34.837681,32.120002,POINT (34.837681 32.120002),2075,נהריים,NAHARAYIM
34.796806,32.103683,POINT (34.796806 32.103683),941,לבנון חיים,LEBANON HAYIM
34.794528,32.050507,POINT (34.794528 32.050507),4038,פלטיאל,PALTIEL
34.777912,32.098284,POINT (34.777912 32.098284),203,התערוכה,HATARUCHA
34.7835,32.056835,POINT (34.7835 32.056835),375,יון מצולה,YEVEN METSULA
34.777666,32.042311,POINT (34.777666 32.042311),3590,כוכבי יצחק,KOCHVEY YITZCHK
34.760499,32.06343,POINT (34.760499 32.06343),453,"איל""ן",ILAN
34.786708,32.115504,POINT (34.786708 32.115504),2106,אשכול לוי,LEVI ESHKOL
34.775675,32.092957,POINT (34.775675 32.092957),197,נורדאו,NORDAU
34.762922,32.045301,POINT (34.762922 32.045301),3245,אור החיים,OR HAHAYIM
34.776068,32.065633,POINT (34.776068 32.065633),8,רוטשילד,ROTHSHILD
34.831833,32.112913,POINT (34.831833 32.112913),838,אשכנזי ישראל,ASHKENAZI ISRAEL
34.785623,32.073286,POINT (34.785623 32.073286),445,קפלן אליעזר,KAPLAN
34.775292,32.07226,POINT (34.775292 32.07226),26,בוגרשוב,BOGRASHOV
34.783528,32.056006,POINT (34.783528 32.056006),375,יון מצולה,YEVEN METSULA
34.777762,32.099008,POINT (34.777762 32.099008),203,התערוכה,HATARUCHA
34.802384,32.125928,POINT (34.802384 32.125928),2201,אחימאיר אבא,ABA AHIMEIR
34.783814,32.095867,POINT (34.783814 32.095867),477,בני דן,BNEI DAN
34.787591,32.08461,POINT (34.787591 32.08461),566,שרת משה,SHARET
34.752596,32.046595,POINT (34.752596 32.046595),0,0,UKNOWN
34.774475,32.059786,POINT (34.774475 32.059786),35,לוינסקי,ELHANAN EIB LEVINSKY
34.805263,32.051817,POINT (34.805263 32.051817),4082,מנחם מדמון,MENAHEM MADMON
34.792149,32.105954,POINT (34.792149 32.105954),2014,שמעוני דוד,SHIM'ONI DAVID
34.751589,32.05463,POINT (34.751589 32.05463),0,0,UKNOWN
34.77949,32.082407,POINT (34.77949 32.082407),275,הדסה,HADASSA
34.765674,32.073451,POINT (34.765674 32.073451),27,הירקון,HAYARKON
34.794938,32.096216,POINT (34.794938 32.096216),610,אונקלוס,ONKELOS
34.790103,32.044812,POINT (34.790103 32.044812),3672,חירותנו,HERUTENU
34.766278,32.073659,POINT (34.766278 32.073659),27,הירקון,HAYARKON
34.799966,32.126722,POINT (34.799966 32.126722),2190,פיינשטיין מאיר,FEINSTEIN
34.785962,32.09542,POINT (34.785962 32.09542),477,בני דן,BNEI DAN
34.77479,32.086077,POINT (34.77479 32.086077),285,"שי""ר",SHIR
34.83177,32.127772,POINT (34.83177 32.127772),2002,אבוקה,AVUQA
34.755082,32.054724,POINT (34.755082 32.054724),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.78898,32.049761,POINT (34.78898 32.049761),4017,התקוה,HATIKVA
34.783161,32.069426,POINT (34.783161 32.069426),476,קרליבך,KARLIBACH
34.790936,32.05047,POINT (34.790936 32.05047),4038,פלטיאל,PALTIEL
34.781041,32.080521,POINT (34.781041 32.080521),544,בלוך דוד,BLOCH
34.770139,32.044389,POINT (34.770139 32.044389),3000,בן צבי,BEN ZVI
34.753275,32.055492,POINT (34.753275 32.055492),0,0,UKNOWN
34.807397,32.050402,POINT (34.807397 32.050402),4146,ששת הימים,SHESHET HAYAMIM
34.765414,32.047909,POINT (34.765414 32.047909),3245,אור החיים,OR HAHAYIM
34.801679,32.048979,POINT (34.801679 32.048979),4082,מנחם מדמון,MENAHEM MADMON
34.794521,32.103444,POINT (34.794521 32.103444),984,רדינג,READING
34.825301,32.115341,POINT (34.825301 32.115341),831,בנימין מטודלה,BINYAMIN MITODELO
34.838019,32.11626,POINT (34.838019 32.11626),908,רבדים,REVADIM
34.793387,32.057182,POINT (34.793387 32.057182),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.793263,32.064869,POINT (34.793263 32.064869),637,יד לבנים,YAD LABANIM
34.790112,32.045315,POINT (34.790112 32.045315),3672,חירותנו,HERUTENU
34.759503,32.056527,POINT (34.759503 32.056527),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.780815,32.074471,POINT (34.780815 32.074471),188,הנביאים,HANEVI'IM
34.769971,32.083376,POINT (34.769971 32.083376),104,ארנון,ARNON
34.779405,32.05895,POINT (34.779405 32.05895),400,הר ציון,HAR TSIYON
34.791765,32.103033,POINT (34.791765 32.103033),800,נמיר מרדכי,NAMIR
34.753886,32.047718,POINT (34.753886 32.047718),0,0,UKNOWN
34.794424,32.07741,POINT (34.794424 32.07741),728,יקנעם,YOQNE'AM
34.769139,32.064695,POINT (34.769139 32.064695),364,הר סיני,HAR SINAI
34.757179,32.051289,POINT (34.757179 32.051289),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.795448,32.051011,POINT (34.795448 32.051011),647,לוחמי גליפולי,LOHAME GALLIPOLI
34.781641,32.055886,POINT (34.781641 32.055886),375,יון מצולה,YEVEN METSULA
34.770838,32.058747,POINT (34.770838 32.058747),3374,אברבנאל,ABARVANEL
34.753072,32.044861,POINT (34.753072 32.044861),0,0,UKNOWN
34.78885,32.108858,POINT (34.78885 32.108858),2112,האוזנר דב,HAUSNER
34.799168,32.065169,POINT (34.799168 32.065169),1115,1115,1115
34.777206,32.052379,POINT (34.777206 32.052379),3786,התנופה,HATNUPHA
34.828005,32.116969,POINT (34.828005 32.116969),875,רביבים,REVIVIM
34.83573,32.120128,POINT (34.83573 32.120128),883,המצביאים,HAMATSBI'IM
34.783539,32.069916,POINT (34.783539 32.069916),476,קרליבך,KARLIBACH
34.794701,32.123956,POINT (34.794701 32.123956),2252,תמיר שמואל,TAMIR SHMUEL
34.76712,32.078727,POINT (34.76712 32.078727),27,הירקון,HAYARKON
34.765552,32.061413,POINT (34.765552 32.061413),3358,אולשן יצחק,OLSHAN YITZHAK
34.812175,32.051785,POINT (34.812175 32.051785),4155,4155,4155
34.836459,32.12143,POINT (34.836459 32.12143),889,בת חן,BAT CHEN
34.839449,32.116847,POINT (34.839449 32.116847),2029,בית אל,BEYT-EL
34.775895,32.068906,POINT (34.775895 32.068906),14,"מזא""ה",MAZEH
34.79045,32.1029,POINT (34.79045 32.1029),2106,אשכול לוי,LEVI ESHKOL
34.789822,32.044784,POINT (34.789822 32.044784),3672,חירותנו,HERUTENU
34.76109,32.055594,POINT (34.76109 32.055594),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.774489,32.084863,POINT (34.774489 32.084863),281,באר טוביה,BE'ER TUVIYA
34.776978,32.062205,POINT (34.776978 32.062205),54,בגין מנחם,BEGIN MENAHEM
34.764631,32.060525,POINT (34.764631 32.060525),3358,אולשן יצחק,OLSHAN YITZHAK
34.829735,32.109884,POINT (34.829735 32.109884),830,אלדד הדני,ELDAD HADANI
34.756457,32.0536,POINT (34.756457 32.0536),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.761647,32.060743,POINT (34.761647 32.060743),3358,אולשן יצחק,OLSHAN YITZHAK
34.769438,32.085043,POINT (34.769438 32.085043),1241,פרי אליעזר,ELIEZER PERI
34.788253,32.069743,POINT (34.788253 32.069743),54,בגין מנחם,BEGIN MENAHEM
34.791803,32.109626,POINT (34.791803 32.109626),2112,האוזנר דב,HAUSNER
34.794963,32.067723,POINT (34.794963 32.067723),54,בגין מנחם,BEGIN MENAHEM
34.770084,32.046693,POINT (34.770084 32.046693),2,הרצל,HERZL
34.798702,32.069305,POINT (34.798702 32.069305),700,נחלת יצחק,NAHALT YITZHAK
34.782346,32.060943,POINT (34.782346 32.060943),400,הר ציון,HAR TSIYON
34.76065,32.041419,POINT (34.76065 32.041419),3245,אור החיים,OR HAHAYIM
34.803837,32.051157,POINT (34.803837 32.051157),4082,מנחם מדמון,MENAHEM MADMON
34.773318,32.071897,POINT (34.773318 32.071897),83,ברנשטיין כהן,BERNSTEIN COHEN
34.82638,32.109947,POINT (34.82638 32.109947),802,רוזן פנחס,ROSEN
34.781811,32.086106,POINT (34.781811 32.086106),496,אבן גבירול,IBN GVIROL
34.793199,32.08296,POINT (34.793199 32.08296),193,ארלוזורוב,ARLOZOROV
34.760591,32.054566,POINT (34.760591 32.054566),3349,הגמנסיה העברית,HAGIMNASYA HA'IVRIT
34.794974,32.046824,POINT (34.794974 32.046824),3689,מלקוש,MALKOSH
34.79048,32.094496,POINT (34.79048 32.094496),472,ויצמן,WEIZMAN
34.794103,32.04599,POINT (34.794103 32.04599),3689,מלקוש,MALKOSH
34.820017,32.117393,POINT (34.820017 32.117393),805,שלונסקי אברהם,SHLONSKY
34.796107,32.071744,POINT (34.796107 32.071744),709,עין זיתים,EYN ZEYTIM
34.804445,32.105607,POINT (34.804445 32.105607),2056,שבט יוסף,SHEVET YOSEF
34.766234,32.062713,POINT (34.766234 32.062713),453,"איל""ן",ILAN
34.798751,32.071282,POINT (34.798751 32.071282),700,נחלת יצחק,NAHALT YITZHAK
34.773988,32.079255,POINT (34.773988 32.079255),324,אסתר המלכה,ESTHER HAMALKA
34.838281,32.119552,POINT (34.838281 32.119552),2075,נהריים,NAHARAYIM
34.772378,32.080401,POINT (34.772378 32.080401),506,הוז דב,HOS DOV
34.825391,32.114235,POINT (34.825391 32.114235),831,בנימין מטודלה,BINYAMIN MITODELO
34.78486,32.077536,POINT (34.78486 32.077536),462,צייטלין,ZEITLIN
34.792961,32.117088,POINT (34.792961 32.117088),2244,פרלוק משה,PERLUK
34.787048,32.118704,POINT (34.787048 32.118704),2222,ארצי יצחק,ARTZI ITZHAK
34.760052,32.059039,POINT (34.760052 32.059039),3358,אולשן יצחק,OLSHAN YITZHAK
34.775065,32.050681,POINT (34.775065 32.050681),3786,התנופה,HATNUPHA
34.784502,32.054487,POINT (34.784502 32.054487),3520,תדהר דוד,Tidhar David
34.830912,32.107024,POINT (34.830912 32.107024),803,ולנברג ראול,VALENBERG
34.787975,32.070135,POINT (34.787975 32.070135),54,בגין מנחם,BEGIN MENAHEM
34.778018,32.063657,POINT (34.778018 32.063657),54,בגין מנחם,BEGIN MENAHEM
34.774473,32.079658,POINT (34.774473 32.079658),324,אסתר המלכה,ESTHER HAMALKA
34.775308,32.088699,POINT (34.775308 32.088699),257,התניא,HATANYA
34.777302,32.081751,POINT (34.777302 32.081751),306,פילון,FILON
34.77294,32.05391,POINT (34.77294 32.05391),3786,התנופה,HATNUPHA
34.819045,32.11475,POINT (34.819045 32.11475),859,קהילת קייב,KEHILAT KIEV
34.798207,32.050835,POINT (34.798207 32.050835),4082,מנחם מדמון,MENAHEM MADMON
34.789422,32.06259,POINT (34.789422 32.06259),644,אלון יגאל,YIG'AL ALLON
34.79287,32.10781,POINT (34.79287 32.10781),2014,שמעוני דוד,SHIM'ONI DAVID
34.793061,32.084728,POINT (34.793061 32.084728),527,ליסין,LIESIN
34.778577,32.0527,POINT (34.778577 32.0527),375,יון מצולה,YEVEN METSULA
34.781122,32.05299,POINT (34.781122 32.05299),375,יון מצולה,YEVEN METSULA
34.794532,32.110971,POINT (34.794532 32.110971),984,רדינג,READING
34.816033,32.113761,POINT (34.816033 32.113761),801,בני אפרים,BNEY EFRAYIM
34.787136,32.109726,POINT (34.787136 32.109726),2112,האוזנר דב,HAUSNER
34.764333,32.050517,POINT (34.764333 32.050517),3245,אור החיים,OR HAHAYIM
34.819077,32.1083,POINT (34.819077 32.1083),820,קהילת לודג',KEHILAT LODZ
34.754801,32.053706,POINT (34.754801 32.053706),0,0,UKNOWN
34.77605,32.05463,POINT (34.77605 32.05463),400,הר ציון,HAR TSIYON
34.762548,32.064422,POINT (34.762548 32.064422),453,"איל""ן",ILAN
34.785208,32.099738,POINT (34.785208 32.099738),2117,גלילי ישראל,GALILI
34.790257,32.050732,POINT (34.790257 32.050732),4017,התקוה,HATIKVA
34.772248,32.060258,POINT (34.772248 32.060258),35,לוינסקי,ELHANAN EIB LEVINSKY
34.824886,32.117503,POINT (34.824886 32.117503),831,בנימין מטודלה,BINYAMIN MITODELO
34.79886,32.1201,POINT (34.79886 32.1201),2077,רב אשי,RAV ASHI
34.795542,32.124975,POINT (34.795542 32.124975),2141,בן יוסף שלמה,BEN YOSEF
34.769489,32.049834,POINT (34.769489 32.049834),2,הרצל,HERZL
34.796387,32.085633,POINT (34.796387 32.085633),800,נמיר מרדכי,NAMIR
34.775491,32.094792,POINT (34.775491 32.094792),25,בן יהודה,BEN-YEHUDA
34.785152,32.081563,POINT (34.785152 32.081563),546,סוטין,SOUTINE
34.764149,32.050233,POINT (34.764149 32.050233),3245,אור החיים,OR HAHAYIM
34.768299,32.042997,POINT (34.768299 32.042997),3000,בן צבי,BEN ZVI
34.792213,32.102781,POINT (34.792213 32.102781),800,נמיר מרדכי,NAMIR
34.767,32.068462,POINT (34.767 32.068462),453,"איל""ן",ILAN
34.773269,32.092555,POINT (34.773269 32.092555),27,הירקון,HAYARKON
34.783112,32.059865,POINT (34.783112 32.059865),35,לוינסקי,ELHANAN EIB LEVINSKY
